,0
0,-149.37466336942637
1,-68.7567667064358
2,-201.49222230016377
3,221.2401193226223
4,47.90816980866798
5,-102.84204145012443
6,-15.043817902387788
7,24.022525503077475
8,-64.9741239676969
9,-119.29989591762569
10,-13.599620630457979
11,6.4528199420974754
12,-39.638794943597816
13,64.69948074483511
14,8.545174277255255
15,-12.390552062316912
16,23.270049103099215
17,103.8585875992798
18,172.80837335859715
19,19.897745176599802
20,-33.84784448174325
21,18.9985329177187
22,-55.09394076465245
23,-148.85783873619087
24,65.98238069570188
25,106.22999106625387
26,151.04688826863955
27,8.726392418160968
28,31.359174537987386
29,-94.28088613860194
30,127.32677389099794
31,60.75717723443147
32,-22.087633266801493
33,115.86302494597265
34,163.13767167476652
35,-91.85234399687812
36,-152.9336121550502
37,7.771523895761865
38,-43.254989237941686
39,23.66137490457345
40,33.842427178926755
41,2.9044473999095954
42,21.13124875928635
43,133.56552952684095
44,-51.476153549442635
45,26.320669232967937
46,46.78975869390348
47,-48.43428485569531
48,-17.44973425526197
49,111.26520737123502
50,152.08106922788417
51,110.29105096233559
52,44.01923494043942
53,-71.2293576048007
54,-178.96482482037257
55,14.646797205566909
56,7.820834684897806
57,-52.96883202914744
58,-74.16618477374726
59,-23.74455399350436
60,-12.067527846949009
61,41.1928502049593
62,-77.62997205932028
63,34.75847781394223
64,-79.53996536181685
65,65.95229115168168
66,131.35880331369688
67,100.37239242780178
68,-56.56831036294593
69,-123.7041034099611
70,-162.0175911828206
71,52.3279436577114
72,-122.18193715634102
73,-154.7385635332173
74,40.9098728272092
75,92.60463612075222
76,14.70144370028717
77,-8.542674040221094
78,145.46461587381387
79,43.03150566315721
80,-58.59124922602441
81,-91.0718719028105
82,-112.37202849195376
83,62.01371396541459
84,-78.5372086121166
85,-18.553505680149787
86,-93.9031149070967
87,-44.9499098569991
88,13.50457122468134
89,39.537979699654905
90,-137.9808667831269
91,48.47466057185161
92,-68.18788148793898
93,-5.758411613970113
94,81.19222421454029
95,70.43203992960761
96,-61.40780339840572
97,-8.323882144255949
98,21.291317529643916
99,2.0617690891610696
100,103.8663626672015
101,-114.59593028344212
102,19.28564206131462
103,-192.495366495025
104,45.95188111983045
105,-14.618591772392833
106,126.34906990709547
107,-52.10378019196081
108,4.916927081456741
109,-76.831899847728
110,84.9958838401155
111,-18.46410842015053
112,96.50859023110795
113,-76.10311014506875
114,-79.84983253825705
115,-103.61305853805689
116,44.93520822670154
117,-23.10501068881303
118,-151.04188042976867
119,44.7891515665627
120,5.10867184433576
121,24.61582344241918
122,-12.303305145604506
123,70.77368186206013
124,-28.018323201043696
125,-81.00297196478847
126,-6.506740107143695
127,1.4315247347006639
128,-2.358532697086332
129,-8.77184529188636
130,18.484441460215315
131,-71.31996759416954
132,-41.79792498490927
133,-62.08579926145137
134,-30.511080949015305
135,2.2813216078361687
136,-48.16675517463384
137,10.665225778669184
138,-48.033823351410724
139,80.25822611176166
140,43.263624637458285
141,-48.279983521618774
142,196.21770404099584
143,-71.75025814977188
144,-73.12603893114564
145,-73.86209374331341
146,19.763567223409073
147,110.5891214950195
148,-14.376658535763303
149,56.05025077307124
150,20.929577466518467
151,110.56393272965745
152,-79.4811732775583
153,-140.7906570147818
154,10.033207037414236
155,-32.353539680574464
156,-32.03204637922064
157,-115.77947815778987
158,20.433929851216103
159,-22.327909817787
160,-11.136817066188202
161,-64.46541615922001
162,107.18453724891015
163,12.298216175461096
164,88.89342319781521
165,-21.645667843785972
166,99.29316612756494
167,-10.052113787024131
168,-165.64458162118848
169,-33.88146514018468
170,-27.46494760618163
171,-53.230729953869215
172,-8.49555226874869
173,90.27598110436199
174,77.64323815610416
175,10.857279137504275
176,31.652552046929216
177,77.55952834674325
178,-49.2104843101029
179,-194.55101852709046
180,48.37106677919276
181,95.99584478574334
182,-105.15037643761026
183,-94.8306797989941
184,-32.22524654519232
185,-150.96694610815598
186,131.9062193788863
187,-33.844523679221666
188,225.36908271442894
189,240.9443950976072
190,68.45455025111586
191,42.788504965787865
192,53.49558669464948
193,128.392034266532
194,-29.245786948791995
195,-84.18849878816883
196,55.833944025430725
197,83.36309121002252
198,19.4638756430398
199,-157.82213031663633
200,52.2578388388395
201,44.31944071422591
202,-30.276348737493276
203,-44.09318204014696
204,-35.055716701190825
205,-122.89481379129968
206,-2.108308041662982
207,-68.79084546446711
208,4.3558631163975585
209,-168.8530357976697
210,-100.9153424150168
211,32.92873160569618
212,77.23657301012058
213,76.45773562761933
214,108.93344809687031
215,-61.2869455717518
216,-26.786021880075182
217,43.29589600762569
218,-46.3407866699132
219,-26.752119154382356
220,31.438327962416377
221,-161.89054577552082
222,-26.69292570360713
223,-2.0639091380826233
224,18.90245985302086
225,31.440899089313966
226,-98.06826417121779
227,92.35690772055096
228,132.7585200183832
229,-14.336403064266348
230,-30.249813720275217
231,3.0258392366035
232,-150.0852260141489
233,144.6048033758928
234,-67.74318800315851
235,26.58013482705719
236,53.25492979235613
237,-8.295085315247997
238,1.40811754764947
239,-37.94370036975107
240,-87.9470306100313
241,-39.14596832043246
242,85.18118891974859
243,88.92543855000146
244,-11.337402439991044
245,-132.82764001252204
246,44.44400568763954
247,150.06423388461627
248,50.83038349681958
249,-1.790375979193203
250,-23.930863008816406
251,23.67144894045271
252,48.17517762536148
253,-54.86468904791008
254,30.352617071909464
255,82.30014330651557
256,-72.40796650554806
257,-63.10291659028917
258,-114.90529373411663
259,-140.67350433724417
260,2.912999231500108
261,-76.68269130579549
262,-161.55622424734682
263,-82.18968274792161
264,-115.0150021534835
265,57.31539990419347
266,5.333577887574519
267,38.23576549339461
268,-77.11100771026095
269,-12.839921710728982
270,-77.5675024733304
271,3.1104367987018446
272,-125.12613530989755
273,-5.280181451677747
274,-108.84044861981872
275,-15.758319500412899
276,120.9823253387866
277,-40.606193484606834
278,121.77276183806238
279,-45.94606415546728
280,-114.96475446958192
281,55.27734711068956
282,-94.31263420609811
283,-40.03287365752118
284,101.01251528880316
285,109.06031435550787
286,106.03530904839057
287,83.09789541572565
288,14.984831154279263
289,-94.84226677009663
290,5.035082975521693
291,34.08081995216384
292,86.0364406379222
293,43.40695147790595
294,-21.166680414824604
295,170.9077943103099
296,-109.4592039676101
297,119.35225565649138
298,33.75958051133629
299,-46.23840280992313
300,-107.68654737199128
301,-6.8870020004694235
302,1.1808919207730124
303,131.04072614240883
304,-6.489985072692948
305,97.36194906227914
306,-124.01712214857204
307,75.54446283564289
308,-78.9070048515463
309,63.91181417793041
310,-23.317445524064258
311,47.874701450561176
312,-52.42019604307211
313,-64.95586438812526
314,42.094442456215226
315,31.279955271231145
316,-24.286580256925564
317,56.142627238566654
318,55.517982358528215
319,121.39113379635214
320,23.669331837952424
321,45.12093073390443
322,24.152014827341635
323,93.86304736041828
324,-101.01103640689858
325,-102.33101661499343
326,-3.1952126439740725
327,-98.88959606387087
328,-52.928772886046154
329,34.61469918645789
330,21.066279881656413
331,33.19434195095629
332,-68.65117215402965
333,83.41526478199587
334,-9.529641576113027
335,6.2805707407291145
336,-165.41543442115005
337,54.57887652123277
338,120.10802433264314
339,153.22607289199732
340,-51.01762510546223
341,21.487975536476043
342,52.35694752248377
343,-169.73690607515215
344,114.5158950857312
345,-43.893493288618345
346,-15.916428183043266
347,-81.12243711435322
348,-50.67937469210851
349,138.33502074192378
350,-32.93030344492232
351,-107.82398212320832
352,-165.52183682055667
353,-42.61349918978123
354,3.2322190548264493
355,58.26169270318671
356,46.044858236750464
357,30.71215589179362
358,125.67385268614623
359,43.07013329498118
360,7.572367236535553
361,-71.40810633881195
362,-1.2422164710272545
363,-105.47157400783166
364,-50.35918832898811
365,62.0573834095224
366,-91.97361917119609
367,-140.5181028609814
368,16.89659157214832
369,-164.9375644739198
370,-58.27095291260998
371,34.70601082810281
372,-24.630661711526923
373,20.36454194661604
374,29.28517079503562
375,-40.61014490320437
376,-32.7663733896385
377,-82.3734992635812
378,-18.25366595454422
379,9.845550811377345
380,-92.2469470522473
381,85.0052030864036
382,-52.55769623708768
383,-39.918580167062814
384,-158.40172306369493
385,84.00472125303408
386,28.460423251751205
387,62.66489857710956
388,48.36087240527365
389,-32.342612810764805
390,-127.1426702075945
391,-50.507599092043
392,-23.717396990029936
393,10.083672464448993
394,-69.09938604586259
395,-44.37038351160792
396,54.53295213722845
397,62.14809631748042
398,34.88523100596201
399,-208.71928852752526
400,25.21075841059363
401,84.41904352607163
402,-51.40829536027059
403,29.673948881993176
404,134.77576735563073
405,-85.89871839933842
406,27.231548448594246
407,-73.44535711843416
408,11.330654147314286
409,-46.94887300370803
410,64.27747905104299
411,20.513918050878928
412,-78.59463494751934
413,-174.26765429015282
414,59.76681018886706
415,-79.40544253546548
416,-14.902800976983642
417,21.871216235769243
418,44.88778928579344
419,-36.616409026443236
420,74.2001237631699
421,-61.020044029688435
422,-109.04844453157132
423,-93.52451217649285
424,-49.16305793796126
425,15.331559486416838
426,-59.83101134565122
427,40.22954195871862
428,26.801122133144823
429,-156.23737677587587
430,-73.13241333140448
431,134.50634334926355
432,162.48459905031905
433,-40.69563868804826
434,-57.009164536877805
435,-21.140371211219136
436,159.55497682186115
437,24.57671653598504
438,-57.939387333303095
439,-142.98534758611044
440,148.77327056592898
441,-36.06047652790475
442,101.69157237994114
443,57.58771178379946
444,-37.6229099192594
445,72.50548001749098
446,-46.34819872607196
447,101.68184441580857
448,-63.79184267918542
449,92.40455023771102
450,165.4142755347724
451,-24.721635032281633
452,168.84669150839892
453,-56.953293167115945
454,-44.82542606781422
455,-0.8614500528784735
456,-41.1417823820485
457,127.48360951542735
458,-86.08371855867935
459,-85.72911455729727
460,22.39578661152098
